#{"t_start": 1741847473.5719924, "env_id": "None"}
r,l,t
-204.276949,667,1.906391
-228.27799,756,2.549766
-140.406791,500,3.031444
-147.976955,531,3.476805
-169.680133,553,3.947393
-200.325034,639,4.475029
-221.143024,677,5.040421
-47.884291,223,5.290103
