step,type,price,shares
1,buy,928.1702771002778,5.41741156075627
3,sell,880.2614987068615,5.41741156075627
4,buy,889.6966269001084,5.638600176417077
23,sell,890.8376823334114,5.638600176417077
24,buy,898.9775312166656,5.577943358460996
25,sell,840.9251576105817,5.577943358460996
26,buy,850.1833697271487,5.879643502423523
30,sell,770.9684248063548,5.879643502423523
31,buy,780.296261275436,6.382835960586624
38,sell,722.8583466476317,6.382835960586624
39,buy,731.6708032417536,6.777115862832693
49,sell,826.0916387384863,6.777115862832693
50,buy,835.8151848401316,5.9771157983941166
59,sell,760.782134954361,5.9771157983941166
60,buy,768.2625565403949,6.456548412560424
