step,type,price,shares
1,buy,144.6798224324009,34.7560127902127
20,sell,143.05603084454623,34.7560127902127
21,buy,144.389388335445,34.81452072852558
40,sell,148.85464178265067,34.81452072852558
41,buy,150.29296414036958,33.43429793119283
60,sell,159.47973125479282,33.43429793119283
61,buy,160.80406171481113,31.336898763657317
80,sell,153.21016121942574,31.336898763657317
81,buy,154.73922398873972,32.5430556548548
83,sell,143.38577500022842,32.5430556548548
84,buy,144.91597230586615,34.62440054161764
