step,type,price,shares
1,buy,172.07998987059563,29.154518950437318
16,sell,159.43005407009787,29.154518950437318
17,buy,160.97465906476907,31.11962413289605
36,sell,173.80982341226462,31.11962413289605
37,buy,175.44896237767847,28.583842308413725
