#{"t_start": 1741776034.968779, "env_id": "None"}
r,l,t
-204.276949,667,2.479646
-228.27799,756,3.661408
-140.406791,500,4.527415
-147.976955,531,5.35363
-169.680133,553,6.230932
-200.325034,639,7.266157
-221.143024,677,8.311369
-47.884291,223,8.663583
