step,type,price,shares
1,buy,385.7024293015481,13.015071452742275
20,sell,402.3632277188995,13.015071452742275
21,buy,406.70356491942664,12.395996278721926
40,sell,406.8582785753073,12.395996278721926
41,buy,411.13450935736654,12.232792364505253
44,sell,385.7885667697098,12.232792364505253
45,buy,390.15573078526063,12.873890061259413
51,sell,441.7928053854931,12.873890061259413
52,buy,447.3210809760152,11.299368171235992
71,sell,428.1640818183375,11.299368171235992
72,buy,432.7412965012705,11.64670085142653
