step,type,price,shares
1,buy,287.3539751180027,17.485574401119077
18,sell,322.89314358979624,17.485574401119077
19,buy,325.7866643278013,15.498950601338434
27,sell,365.7386814405923,15.498950601338434
28,buy,369.42618079764816,13.768285579516485
46,sell,338.3201514371873,13.768285579516485
47,buy,341.7393248970918,14.809119941899876
59,sell,325.4787949553471,14.809119941899876
60,buy,329.27769425301426,15.35505610190871
79,sell,332.46884529208296,15.35505610190871
80,buy,335.84389778811266,15.058225421135498
96,sell,364.1986610381612,15.058225421135498
97,buy,368.9104856624337,13.78164081159215
99,sell,405.844230198336,13.78164081159215
100,buy,410.24163565589174,12.44060826996514
119,sell,402.4786355118602,12.44060826996514
120,buy,405.83088907481283,12.547472152616496
121,sell,363.6414030803207,12.547472152616496
122,buy,368.07557402366893,13.783543153410278
