step,portfolio_value,position_size,reward
0,99986.91168517065,29.92399305763361,-0.20674678843232883
1,99956.98769211302,29.92399305763361,-0.20337752913937562
2,99951.30213343207,29.92399305763361,-0.20270741179004828
3,99987.80940496238,29.92399305763361,-0.20073447930838345
4,99926.16597926366,29.92399305763361,-0.20479423125884919
5,99918.0865011381,29.92399305763361,-0.20385770952517737
6,99977.33600739221,29.92399305763361,-0.2004481540356804
7,99936.04089697267,29.92399305763361,-0.20492538054970183
8,100023.1197167704,29.92399305763361,-0.20041077623684406
9,100049.75207059168,29.92399305763361,-0.2041053331295606
10,100137.13013031997,29.92399305763361,-0.2016147751275118
11,100148.80048761245,29.92399305763361,-0.20544302976368112
12,100128.75141226384,29.92399305763361,-0.2066458327118735
13,100204.75835463023,29.92399305763361,-0.2020538811930205
14,100124.56205323577,29.92399305763361,-0.2087770672481001
15,100143.71340879265,29.92399305763361,-0.20627421399248322
16,100113.19093587386,29.92399305763361,-0.2077547935645493
17,100100.62285878966,29.92399305763361,-0.2070881125306465
18,100015.63871850599,29.92399305763361,-0.2084871593867847
19,100046.26826010816,0.0,-0.21633877349960398
20,99997.86249350072,29.330480287337487,-0.2101626166925824
21,100000.79554152946,29.330480287337487,-0.20710059498355585
22,99914.85723428757,29.330480287337487,-0.21042431798216008
23,99873.7945618853,29.330480287337487,-0.21029249730349006
24,100003.14197995244,29.330480287337487,-0.20358444921929977
25,100067.66903658459,29.330480287337487,-0.20821384363940068
26,100045.08456676334,29.330480287337487,-0.2120413922450373
27,100107.2651849725,29.330480287337487,-0.20842272740916482
28,100202.0026363006,29.330480287337487,-0.2070392359730894
29,100269.1694361586,29.330480287337487,-0.20810858954200087
30,100178.8315568736,29.330480287337487,-0.21467626641609525
31,100206.4022083437,29.330480287337487,-0.21066242601260501
32,100181.47130009947,29.330480287337487,-0.21277256649855059
33,100238.07912705402,29.330480287337487,-0.2096001753379242
34,100255.09080562068,29.330480287337487,-0.21073239330704585
35,100265.35647372124,29.330480287337487,-0.20984267836683837
36,100256.85063443793,29.330480287337487,-0.21056021764921964
37,100282.66145709078,29.330480287337487,-0.20900072756918123
38,100263.30334010113,29.330480287337487,-0.21069564259460397
39,100212.9588662075,0.0,-0.22066822280512907
40,100289.14567360924,28.140222078571128,-0.2069859424638326
41,100297.30633801203,28.140222078571128,-0.20937017396764765
42,100293.08530470025,28.140222078571128,-0.20983054573156715
43,100230.8954139066,28.140222078571128,-0.21027183233784433
44,100210.35305178924,28.140222078571128,-0.2092274648223211
45,100234.8350449976,28.140222078571128,-0.2050620693213139
46,100245.24692716668,28.140222078571128,-0.2050176176395617
47,100299.55755577832,28.140222078571128,-0.2030007544722775
48,100309.96943794738,28.140222078571128,-0.20449875258827924
49,100228.9255983611,28.140222078571128,-0.2065407570714371
50,100155.76102095681,28.140222078571128,-0.20711135091651173
51,100171.8009475416,28.140222078571128,-0.20317467748365872
52,100239.33748053017,28.140222078571128,-0.20097496595915978
53,100304.90419797324,28.140222078571128,-0.2017569714719566
54,100249.46796047846,28.140222078571128,-0.20673267240477625
55,100011.68308391453,28.140222078571128,-0.21481133379264264
56,99948.36758423774,28.140222078571128,-0.21733178743080228
57,100014.49710612239,28.140222078571128,-0.21267811740586745
58,100008.02485504432,28.140222078571128,-0.21619453623057708
59,100039.99860668188,0.0,-0.22542233884380525
60,100017.23732708611,28.854917394485692,-0.2181176824565558
61,99965.58702494999,28.854917394485692,-0.21683038930226511
62,99965.58702494999,28.854917394485692,-0.21502940407714577
