step,portfolio_value,position_size,reward
0,99970.29087004377,139.15947676036737,-0.24065429912789893
1,99889.57837352275,139.15947676036737,-0.24150211527794588
2,99801.90790316372,139.15947676036737,-0.24194735241909837
3,99686.4055374526,139.15947676036737,-0.24310754262302744
4,99715.62902757229,139.15947676036737,-0.23756847908027104
5,99697.53829559345,139.15947676036737,-0.23954009454775374
6,99728.15338048073,139.15947676036737,-0.23760790806982124
7,99811.64906653695,139.15947676036737,-0.2355984228991627
8,99340.74911936146,0.0,-0.26321914384239387
9,99233.06007925395,157.4837493965781,-0.25032626617938797
10,99094.47437978495,157.4837493965781,-0.24964800683246052
11,99078.7260048453,157.4837493965781,-0.24519970557367332
12,99100.77372976083,157.4837493965781,-0.23613773663610227
13,99160.61755453152,157.4837493965781,-0.2351983061791267
14,99192.11430441083,157.4837493965781,-0.23698388857340003
15,99146.44401708583,157.4837493965781,-0.24038894890036988
16,99039.35506749616,157.4837493965781,-0.24221643842797094
17,99053.52860494185,157.4837493965781,-0.2371538878845655
18,99015.73250508666,157.4837493965781,-0.23863790161715048
19,99119.67177968842,157.4837493965781,-0.22950332877152518
20,99204.71300436257,157.4837493965781,-0.23062384045043985
21,99239.35942922981,157.4837493965781,-0.2337250854552435
22,99357.47224127724,157.4837493965781,-0.2305257147089546
23,99325.97549139793,157.4837493965781,-0.23762377176418878
24,99368.496103735,157.4837493965781,-0.23393369577655487
25,99311.80195395224,157.4837493965781,-0.23790343900549366
26,99261.40715414533,157.4837493965781,-0.23788536881755534
27,99051.95376744788,157.4837493965781,-0.24417797366762323
28,99130.6919467056,0.0,-0.24527563579924347
29,99160.36561730898,162.4028373963067,-0.22125384809943177
30,99009.33097853043,162.4028373963067,-0.2270492913869994
31,99019.0751487742,162.4028373963067,-0.2211632154994973
32,99126.26102145576,162.4028373963067,-0.21720309462132514
33,99035.31543251383,162.4028373963067,-0.2262100623045652
34,98993.0906947908,162.4028373963067,-0.2249199137634776
35,99114.89282283802,162.4028373963067,-0.21839987662678953
36,99056.42780137535,162.4028373963067,-0.2269467283400617
37,99108.39670934217,162.4028373963067,-0.2216502197209916
38,99136.00519169954,162.4028373963067,-0.2227644530801093
39,99137.6292200735,162.4028373963067,-0.22355625524824077
40,99111.6447660901,162.4028373963067,-0.2234965813604224
41,99062.92391487121,162.4028373963067,-0.22369025792110317
42,99061.29988649725,162.4028373963067,-0.22194358411958937
43,99147.37339031728,162.4028373963067,-0.21649553055613882
44,99090.53239722858,162.4028373963067,-0.2231146334678783
45,99088.90836885461,162.4028373963067,-0.2209678634824927
