step,type,price,shares
1,buy,36.07545208182462,139.15947676036737
9,sell,31.371798879036483,139.15947676036737
10,buy,31.697961510931034,157.4837493965781
29,sell,30.395174121524875,157.4837493965781
30,buy,30.66195256950102,162.4028373963067
49,sell,30.370054946175102,162.4028373963067
50,buy,30.70385948494478,162.21075811861817
58,sell,34.216798942229225,162.21075811861817
59,buy,34.55084597541289,144.9984025274045
69,sell,31.290522215885343,144.9984025274045
70,buy,31.688167669198958,157.4553620726814
75,sell,28.722357351315086,157.4553620726814
76,sell,21.256632807779024,170.9869166933271
77,sell,19.864985053665237,228.12095944516776
78,buy,20.07039849928764,242.71684874492564
97,sell,20.008898838227925,242.71684874492564
98,buy,20.195929341604536,241.21856167703027
113,sell,23.40772809829788,241.21856167703027
114,buy,23.649305687847203,207.60269385065007
119,sell,22.14062977041865,207.60269385065007
120,buy,22.360843771832954,218.82612314309097
139,sell,21.410677109748804,218.82612314309097
140,buy,21.648534639863048,225.85659749115032
144,sell,26.076510612922764,225.85659749115032
145,buy,26.32753758254252,187.1966786867537
147,sell,24.055182663036096,187.1966786867537
148,buy,24.264264832654263,202.34537377151347
161,sell,22.36862878383691,202.34537377151347
162,buy,22.573976287413593,216.70002992082365
163,sell,20.683684813311007,216.70002992082365
164,buy,20.89159863883264,233.10259677690772
173,sell,18.97325337168198,233.10259677690772
174,buy,19.14922615013741,253.19743624250842
