#{"t_start": 1741775747.7934651, "env_id": "None"}
r,l,t
-227.4364,667,0.682085
-233.326351,756,1.38095
-152.413759,500,1.908827
-144.113912,531,2.39012
-182.877273,553,2.89495
-233.880893,639,3.476212
-235.69332,677,4.112855
-50.160416,223,4.383012
