#{"t_start": 1741776053.2257674, "env_id": "None"}
r,l,t
-227.4364,667,0.764893
-233.326351,756,1.590099
-152.413759,500,2.097767
-144.113912,531,2.61144
-182.877273,553,3.161063
-233.880893,639,3.850787
-235.69332,677,4.506554
-50.160416,223,4.722196
