step,type,price,shares
1,buy,113.21548617180903,44.38920454545455
20,sell,119.18165526837923,44.38920454545455
21,buy,120.51531322705877,41.81319356837803
40,sell,118.93973846169133,41.81319356837803
41,buy,120.08121038857925,41.91298089666897
60,sell,130.6207357036031,41.91298089666897
61,buy,131.9864649181279,38.30717170155603
70,sell,121.76003738542508,38.30717170155603
71,buy,122.93552966186043,40.93639640370952
90,sell,128.625603000211,40.93639640370952
91,buy,129.62620814511973,38.89741154242396
99,sell,120.10729556957781,38.89741154242396
100,buy,121.43245013715223,41.41410949107918
