step,type,price,shares
1,buy,46.18532721932544,108.88501742160278
20,sell,48.36148219018974,108.88501742160278
21,buy,48.79967341104865,103.31045486128616
40,sell,51.887687448891555,103.31045486128616
41,buy,52.3202803107028,96.54851777680314
48,sell,49.06550422584229,96.54851777680314
49,buy,49.48907964534642,101.71147582957562
68,sell,48.55897105607779,101.71147582957562
69,buy,48.957285169126294,102.61006277843617
88,sell,54.09815259684665,102.61006277843617
89,buy,54.613338645970295,92.61052330348049
108,sell,53.587873024607106,92.61052330348049
109,buy,54.0486553936348,93.30840528301873
