#{"t_start": 1741775791.443205, "env_id": "None"}
r,l,t
-227.4364,667,0.710513
-233.326351,756,1.424805
-152.413759,500,1.963421
-144.113912,531,2.450655
-182.877273,553,2.959127
-233.880893,639,3.547129
-235.69332,677,4.168693
-50.160416,223,4.441334
