step,type,price,shares
1,buy,361.25732216234144,13.942334504489432
20,sell,341.50637363372465,13.942334504489432
21,buy,345.2379591397804,14.520739520862463
40,sell,358.44825278663717,14.520739520862463
41,buy,362.6149527159197,13.843209200016224
