step,type,price,shares
1,buy,442.0785320652399,11.35151088609894
20,sell,465.74274371117747,11.35151088609894
21,buy,470.25015362559776,10.716489096255076
40,sell,491.61734760067935,10.716489096255076
41,buy,496.14386835297955,10.183973099209458
60,sell,510.03070356157946,10.183973099209458
61,buy,516.4871300406762,9.80163638158293
80,sell,518.3338675875756,9.80163638158293
81,buy,524.5734740657351,9.656172392409124
100,sell,528.3954763201178,9.656172392409124
101,buy,534.5031473807668,9.468261579116835
