#{"t_start": 1741774991.2977078, "env_id": "None"}
r,l,t
-227.4364,667,0.648348
-233.326351,756,1.33561
-152.413759,500,1.84913
-144.113912,531,2.336262
-182.877273,553,2.857191
-233.880893,639,3.421997
-235.69332,677,4.048414
-50.160416,223,4.314155
