step,portfolio_value,position_size,reward
0,99938.54666499549,28.36235747915367,-0.24181708524495446
1,99945.0700072157,28.36235747915367,-0.2373379713663583
2,100028.45533820441,28.36235747915367,-0.23175977612531512
3,100015.408653764,28.36235747915367,-0.23534448762378374
4,99910.75155466593,28.36235747915367,-0.2384256504633905
5,99821.97737575618,28.36235747915367,-0.23802917954207206
6,100010.01980584297,28.36235747915367,-0.22716075806299763
7,100156.93681758498,28.36235747915367,-0.22932190423114227
8,100030.44070322796,28.36235747915367,-0.24048220308304177
9,100297.89773425637,28.36235747915367,-0.22644632746089652
10,100224.72285196016,28.36235747915367,-0.2438495780520314
11,100131.41069585374,28.36235747915367,-0.244750787052989
12,100172.25249062372,28.36235747915367,-0.2322184760252349
13,100160.05667690768,28.36235747915367,-0.23185135186424077
14,100295.34512208325,28.36235747915367,-0.22297187136226249
15,100519.20288556567,0.0,-0.22657396378166536
16,100513.86230833303,25.594337955279748,-0.2329353652885911
17,100525.63570379246,25.594337955279748,-0.23096383920945163
18,100832.25587249672,25.594337955279748,-0.21912139199944644
19,101347.99146700048,0.0,-0.2222805135792855
20,101652.81179242437,21.912131684467806,-0.23919873136521727
21,101765.22102796569,21.912131684467806,-0.24773279657292083
22,101771.03421412747,0.0,-0.25974936638133733
23,101925.35421233816,20.117623589413988,-0.24759104741744253
24,101944.06360227632,20.117623589413988,-0.25120284569574763
25,101496.84882988365,20.117623589413988,-0.2669352914222777
26,101613.65043368586,0.0,-0.26939852287282895
27,101671.77144972983,20.46764098491034,-0.2613601369361164
28,101752.00460239069,20.46764098491034,-0.25911973917967696
29,101587.0354160523,20.46764098491034,-0.26610864131822987
30,101601.97679397129,20.46764098491034,-0.2608360789986756
31,101396.68635489263,20.46764098491034,-0.26838237025010037
32,101648.64301541689,20.46764098491034,-0.25363170138980634
33,101543.64401716429,20.46764098491034,-0.26840892876505534
34,100901.67476858849,0.0,-0.2996383398181755
35,100978.62366043264,23.357950545994836,-0.2828483183436361
36,100968.11258268694,23.357950545994836,-0.28354325097785343
37,101255.41537440268,23.357950545994836,-0.272232188258671
38,101033.98200322666,23.357950545994836,-0.2932689605107218
39,101254.71463588631,23.357950545994836,-0.2762422173086606
40,100899.44020808172,23.357950545994836,-0.28972369871843645
41,100684.78064256403,23.357950545994836,-0.2845057040934874
42,100449.32673270509,0.0,-0.29607415235753426
43,100465.91444691647,25.25375269828668,-0.27811163527944127
44,100241.66112295569,25.25375269828668,-0.28422591110483464
45,100420.45769205956,25.25375269828668,-0.26976804163736534
46,100449.75204518957,25.25375269828668,-0.27213330464229557
47,100386.36512591687,25.25375269828668,-0.2742543253252574
48,100647.48892881715,25.25375269828668,-0.2609172343951117
49,100484.6022239132,25.25375269828668,-0.28037213890296564
50,100806.84010834334,25.25375269828668,-0.26191103482005956
51,100856.84253868595,25.25375269828668,-0.27698606087639593
52,101023.51730649464,25.25375269828668,-0.2713931374784906
53,100947.51245627407,0.0,-0.2864177180457723
54,100975.59176748025,22.828474096850762,-0.27636105921389803
55,100687.72470911896,22.828474096850762,-0.2703009538995134
56,100908.24776889455,22.828474096850762,-0.25475700407830176
57,100745.93731806593,22.828474096850762,-0.27175264406237676
58,100654.62342167854,22.828474096850762,-0.26651169918755124
59,100553.1098957047,0.0,-0.27569197194056266
60,100535.79477389822,24.435749670888143,-0.2603730675246569
61,100727.12669382128,24.435749670888143,-0.24597175827732806
62,100641.35721247646,24.435749670888143,-0.255923011237909
63,100856.63616707698,24.435749670888143,-0.2418927023208282
64,101119.56483353574,24.435749670888143,-0.24171472059202798
65,100644.53385993367,24.435749670888143,-0.26851516674501597
66,100779.9079131104,24.435749670888143,-0.25576246143299713
67,101021.82183485219,24.435749670888143,-0.25200287419893297
68,101069.71590420713,24.435749670888143,-0.2606369785592427
69,101110.76796365422,24.435749670888143,-0.2581995919806019
70,101122.49712349624,24.435749670888143,-0.257465403666416
71,101036.72764215143,24.435749670888143,-0.2567696182210332
72,101063.3626092927,24.435749670888143,-0.25301574051785314
73,101014.28947555851,0.0,-0.26306866607188084
74,101364.02680310377,22.23025736698031,-0.24124171761297442
75,101237.98124383298,22.23025736698031,-0.26449696145923624
76,101499.18676789501,22.23025736698031,-0.2457283604954629
77,101569.08856188483,0.0,-0.2608247973984065
78,101590.73338061504,19.97268426512857,-0.2547590694708019
79,101534.80986467269,19.97268426512857,-0.2554139712764106
80,101659.43941448709,19.97268426512857,-0.24813634667172313
81,101682.80745507729,19.97268426512857,-0.25195003237925606
82,101610.70606488017,19.97268426512857,-0.2546524446850749
83,101430.95190649401,19.97268426512857,-0.2587336286628452
84,101263.98026603754,19.97268426512857,-0.25974679620915936
85,101452.12295181505,19.97268426512857,-0.24561334971214888
86,101267.37562236261,19.97268426512857,-0.248595443813711
87,101340.67537361564,19.97268426512857,-0.24164830130600443
88,101271.76961290094,19.97268426512857,-0.24439986488275617
89,101200.43865023823,0.0,-0.25541357768425865
90,100695.70518688553,0.0,-0.27046089318132843
91,100701.15490908368,23.116553073206045,-0.2549229359208978
92,100710.63269584368,23.116553073206045,-0.25346260386791664
93,100751.31782925253,23.116553073206045,-0.2521930911657451
94,100741.14654590032,23.116553073206045,-0.2542102394256485
95,100736.75440081641,23.116553073206045,-0.24523588795935486
96,100693.98877763098,23.116553073206045,-0.24614839783769488
97,100673.64621092656,23.116553073206045,-0.24030996309783378
98,100573.7827016503,23.116553073206045,-0.242434134273312
99,101628.50619900385,0.0,-0.20216713433288763
100,101776.52989313263,19.507928861909523,-0.29096859939559133
101,101646.21692833507,19.507928861909523,-0.3004729546166849
102,101587.88822103795,19.507928861909523,-0.2986074865786823
103,101549.45760118,19.507928861909523,-0.2979035560532566
104,101399.2465489433,19.507928861909523,-0.30109585998458427
105,101382.27465083342,19.507928861909523,-0.2961309039034179
106,101235.10265643684,0.0,-0.30983611870251765
107,101385.5483888399,20.843992475794114,-0.2886861448004946
108,102129.34568133927,0.0,-0.2712934968688376
109,102245.50582945727,17.69821954066116,-0.30604072797814225
110,102635.74763127913,0.0,-0.30227623328523734
111,103079.49023036813,15.97592734438689,-0.28866546453435465
112,102735.84803319037,15.97592734438689,-0.31904748576152225
113,102763.80590604305,15.97592734438689,-0.310942904988926
114,102459.30473085903,15.97592734438689,-0.3231493850134103
115,102611.71507772448,15.97592734438689,-0.31082042997699977
116,102899.60128847034,15.97592734438689,-0.3053382100961742
117,103015.58652099059,15.97592734438689,-0.3113408798178829
118,102952.16208943338,15.97592734438689,-0.3171627896155704
119,102913.97962308029,15.97592734438689,-0.3158675819695407
120,103120.38860436977,15.97592734438689,-0.2755907114698179
121,102897.20489936868,15.97592734438689,-0.29148961910863347
122,102891.4535655247,15.97592734438689,-0.285058811537751
123,102806.14211350567,15.97592734438689,-0.2876472966468149
124,103002.1667420213,15.97592734438689,-0.2776450123037416
125,103192.75955523984,15.97592734438689,-0.27597663033163117
126,103102.17604719716,15.97592734438689,-0.2859713851594822
127,103206.17933420913,15.97592734438689,-0.27818228993965977
128,103353.98921997724,0.0,-0.28291219884773966
129,103612.66439603957,13.986033345960276,-0.2557921074692314
130,103620.63643504678,13.986033345960276,-0.2652976772466646
