step,type,price,shares
1,buy,127.93347126009007,39.24338748920807
20,sell,128.57062559439294,39.24338748920807
21,buy,129.86454468642341,38.740402451622415
40,sell,131.62507496733366,38.740402451622415
41,buy,132.86985257289084,37.85005279277601
60,sell,128.1860395699037,37.85005279277601
61,buy,129.19981438020946,38.844733857832665
80,sell,128.55277524863632,38.844733857832665
81,buy,129.73294104246017,38.6736161351223
