step,type,price,shares
1,buy,68.52412378383448,73.3998825601879
14,sell,75.16264130175865,73.3998825601879
15,buy,75.70374863025323,66.62378538015385
34,sell,78.50483492158799,66.62378538015385
35,buy,79.20120370877261,63.79989548895046
54,sell,80.77203866509592,63.79989548895046
55,buy,81.6742739176358,62.09699930385654
74,sell,83.5871545455128,62.09699930385654
75,buy,84.3735034767451,60.00014519274989
84,sell,92.00557721588592,60.00014519274989
85,buy,92.92362905625907,54.80575413527482
