#{"t_start": 1741909845.5149643, "env_id": "None"}
r,l,t
-116.0675,549,11933.921304
-147.87696,687,11945.342094
-146.436484,674,11956.752292
-214.654724,934,11972.382976
-118.432593,553,11983.843388
-72.905137,345,11989.750023
-200.535066,918,12005.215245
-99.985951,471,12013.302083
-93.703001,434,12021.015219
-35.559674,170,12025.382478
-181.27147,835,12039.669185
-124.925045,543,12049.398485
-75.437543,353,12055.563405
-161.256269,736,12068.346821
-137.338057,556,12077.966692
-65.301687,302,12083.193227
-197.019388,895,12098.940352
-129.615617,613,12109.936606
-96.71325,444,12117.698209
-99.062398,463,12125.931076
-94.531221,415,12133.527413
-123.472431,583,12143.782694
-194.607294,938,12160.595516
-124.935702,586,12171.009436
-153.221459,723,12183.794316
-220.918093,966,12201.276894
-10.70085,49,12204.962113
-65.171636,310,12210.426885
-203.526771,876,12226.183181
-84.602419,387,12232.851378
-140.173857,642,12244.40945
-199.78227,937,12260.88207
-91.55532,423,12267.801138
-71.344054,324,12273.058211
-57.829762,281,12277.677297
-55.642358,270,12281.791439
-70.430745,336,12287.019127
-184.217188,844,12299.663143
-112.123878,514,12308.569215
-157.194638,682,12320.42391
-211.876807,938,12335.308467
-212.331413,940,12351.007259
-149.651159,665,12362.220293
-127.607441,575,12371.880261
-12.575544,56,12376.808268
-66.298544,320,12382.350771
-157.57077,690,12394.318274
-204.484637,934,12410.582799
-146.313235,643,12421.919467
-187.181463,855,12436.547089
-112.17411,535,12445.618506
-110.115259,532,12454.969449
-153.176599,635,12466.038174
-102.162074,474,12474.381805
-100.744753,473,12482.785848
-94.252982,451,12490.736651
-196.023435,898,12506.362919
-117.123985,548,12515.8995
-126.907585,542,12525.533001
-166.430952,798,12539.434065
-147.466293,672,12555.051986
-151.155778,647,12566.649188
-143.481391,680,12578.462208
-109.905197,526,12587.142299
-112.409207,546,12596.425792
-64.375701,276,12600.774477
-137.972609,623,12611.212816
-197.919846,939,12627.486366
-132.966471,621,12637.841102
-112.106609,537,12647.144787
-68.448204,328,12652.590216
-193.709134,906,12667.509495
-70.571183,330,12672.879335
-126.396883,610,12683.270187
-63.805433,287,12687.972068
-210.522936,951,12703.933471
-73.482951,360,12709.914989
-114.978459,534,12718.4102
-70.599637,299,12725.963834
-67.04081,322,12731.444703
-132.13912,612,12741.38612
-99.474319,402,12747.783257
-82.096905,363,12754.003715
-62.560879,287,12758.849537
-126.203168,603,12769.220988
-110.671828,528,12778.181343
-191.556632,904,12793.743809
-211.946729,842,12808.091873
-128.219184,607,12820.014221
-150.539732,661,12831.153295
-158.609566,697,12843.600695
-192.198749,866,12858.589015
-174.24669,792,12872.309078
-97.743609,452,12880.115436
-98.642507,407,12887.047038
-148.145048,655,12900.391377
-134.63896,526,12909.75343
-79.715549,356,12915.751259
-58.927562,272,12920.356059
-166.407517,778,12933.616117
-191.237867,844,12948.181647
-116.553347,520,12956.954634
-51.833061,252,12961.231847
-197.714808,893,12976.39152
-150.464089,655,12987.691393
-136.502815,627,12998.139283
-237.983028,916,13013.624039
-93.442686,427,13020.438341
-157.193575,675,13031.866734
-55.521814,254,13036.042088
-68.149378,265,13040.340628
-172.297386,804,13054.443076
-98.201484,462,13062.241135
-102.689925,474,13073.127253
-101.590798,477,13080.87047
-133.128255,613,13091.329414
-86.783443,396,13097.930067
-105.532222,504,13106.166762
-186.274459,850,13120.332312
-188.609565,894,13135.387248
-146.921989,666,13146.728431
-108.951093,492,13155.144981
-118.783788,562,13165.097445
-124.177314,563,13174.565954
-227.325452,907,13190.353319
-142.884501,658,13201.834477
-221.799211,907,13218.204754
-104.976714,505,13228.857358
-102.373366,453,13238.341263
-125.41434,553,13251.58988
-80.703096,381,13259.63129
-185.435754,850,13278.452682
-97.065797,468,13288.196614
-183.106111,855,13305.696831
-174.06952,826,13322.622389
-182.396639,814,13339.219266
-144.690444,652,13352.549231
-200.709157,752,13367.835785
-99.286869,451,13377.066969
-195.708384,902,13395.482976
-172.722997,781,13411.481609
-88.433677,418,13420.067479
-179.385579,854,13437.697524
-156.172794,672,13451.517287
-67.031423,324,13460.618145
-181.408301,810,13477.494136
-80.510921,388,13485.471334
-177.710608,807,13502.088857
-71.550669,343,13509.05693
-78.247894,363,13516.475049
-89.022644,405,13524.747018
-208.514299,953,13544.356489
-215.121088,936,13563.646113
-86.391687,392,13571.861432
-68.582261,316,13578.419218
-82.910019,397,13586.609352
-73.657377,350,13593.860787
-203.183454,951,13613.534939
-72.285994,340,13620.524866
-150.313854,686,13634.743715
-149.821358,673,13648.652223
-153.981317,732,13663.788538
-36.256324,158,13669.04454
-60.76994,277,13674.784872
-175.934305,821,13691.470367
-122.919027,557,13702.77228
-105.917167,507,13713.138653
-134.690095,634,13725.971025
-173.425931,835,13742.932757
-147.241967,656,13756.304015
-134.670071,629,13769.189827
-175.654443,849,13786.525233
-129.080188,603,13798.807145
-90.562927,407,13807.133653
-143.624142,656,13820.621138
-107.744908,505,13830.996556
-159.246334,709,13845.479422
-154.013302,729,13860.491395
-130.468938,626,13877.223409
-85.481159,352,13884.658536
-154.294066,728,13899.58313
-143.504105,647,13912.811504
-164.654209,662,13926.551947
-186.924711,819,13943.615599
-98.349802,455,13953.146017
-97.610835,472,13962.942244
-98.582199,473,13972.820182
-189.365148,890,13991.135449
-102.681572,465,14000.75171
-161.394333,736,14015.987796
-86.193587,385,14023.834265
-203.565389,933,14042.800237
-172.234386,694,14056.948973
-78.84687,371,14064.497744
-64.314243,294,14070.482178
-129.706194,624,14087.050484
-117.467257,541,14098.235999
-152.360722,712,14114.051267
-130.221963,608,14127.374292
-121.927208,570,14139.927614
-201.692539,936,14160.864176
-192.23371,930,14181.667697
-90.536079,407,14190.645387
-138.249621,611,14204.235953
-150.892505,687,14219.609323
-132.928826,587,14232.466035
-119.800655,521,14243.862374
-89.664872,419,14253.011542
-71.559379,344,14260.568221
-81.094726,357,14268.64166
-192.122063,851,14288.027661
-131.210229,579,14301.311977
-72.306304,340,14311.688698
-178.348972,835,14330.733108
-78.728154,366,14339.116033
-126.603457,571,14352.095501
-230.913112,941,14373.578851
-206.225246,943,14394.324626
-55.324082,252,14399.858372
-112.403143,497,14410.742106
-106.947988,515,14421.908494
-78.432763,362,14429.853628
-184.424522,839,14448.432657
-76.238717,355,14456.417447
-183.758912,816,14475.649471
-77.003669,351,14483.392937
-147.698742,676,14498.56045
-132.272175,638,14512.892102
-104.507111,461,14523.260321
-104.598024,481,14534.067891
-24.630459,101,14538.413105
-128.037771,605,14552.316209
-66.191799,293,14558.818391
-118.696122,556,14571.09128
-148.655804,667,14585.975359
-60.386047,278,14592.169902
-221.3803,955,14613.316643
-107.073689,497,14624.447853
-67.522209,311,14631.53425
-80.839405,390,14640.327519
-188.2132,749,14657.302338
-199.847074,930,14678.451345
-109.262342,491,14689.516756
-102.469468,446,14699.630726
-79.729187,348,14707.542708
-123.485053,593,14721.171739
-58.247688,285,14727.842825
-209.842923,950,14747.611673
-65.215082,265,14753.730202
-87.191135,391,14764.965641
-123.882634,554,14777.930856
-122.354889,560,14790.866467
-168.361579,774,14808.946493
-99.6842,469,14819.903805
-73.879424,356,14828.220387
-190.65684,919,14849.538794
-219.136517,841,14869.094968
-161.943646,770,14887.435901
-151.614009,650,14902.996208
-103.127085,493,14914.580742
-126.232832,597,14928.51092
-181.463306,805,14947.301375
-93.568387,437,14957.723463
-92.971329,423,14967.634699
-62.900981,290,14974.414196
-62.857493,285,14981.095126
-61.031421,273,14987.552724
-77.836285,358,14995.941808
-31.016173,146,15002.509881
-160.60195,677,15018.831001
-145.111191,678,15035.005836
-153.459533,687,15051.412144
-206.075024,770,15069.739663
-55.251845,261,15075.915998
-140.388881,658,15091.587082
-130.677621,625,15106.145246
-166.674839,702,15122.401062
-186.153033,858,15142.247323
-70.903668,290,15150.293732
-129.04151,594,15164.00912
-142.040059,629,15178.564629
-218.746889,833,15198.029436
-222.448249,939,15219.976145
-54.389238,251,15225.86243
-126.568847,548,15240.180857
-106.886816,492,15251.749718
-179.834784,776,15269.998249
-155.0574,705,15286.648982
-59.65027,270,15293.074465
-182.793896,842,15313.113603
-75.889254,352,15321.262934
-82.760932,382,15330.126179
-159.694151,734,15347.414531
-72.543588,297,15354.479008
-158.64365,751,15372.393296
-159.317558,744,15390.048754
-218.954499,880,15410.974679
-138.25995,644,15426.406318
-108.988227,499,15438.298516
-64.855382,285,15445.176154
-188.018999,842,15465.031797
-89.022704,419,15474.728506
-19.259753,86,15478.773861
-66.068917,316,15486.286116
-154.402312,688,15502.193702
-148.441403,690,15518.201576
-203.557049,922,15539.791477
-199.137884,891,15560.361105
-87.38663,395,15569.471775
-97.373524,435,15579.554128
-206.629855,944,15601.737997
-114.672213,555,15614.855411
-196.262839,945,15637.139375
-105.043133,475,15648.634364
-149.775593,686,15663.885932
-222.729849,973,15682.310075
-87.782839,401,15691.252986
-142.175327,684,15710.754434
-69.953739,326,15718.896893
-95.145491,446,15729.763301
-182.840386,845,15750.407179
-115.340231,503,15762.380126
-170.170298,785,15780.929306
-138.225778,644,15796.481992
-113.237628,513,15808.860661
-160.241592,719,15825.763748
-174.890877,792,15844.242174
-135.478297,637,15859.223117
-91.553956,401,15868.592779
-170.942867,785,15888.361461
-73.455445,357,15896.850685
-120.289786,567,15910.493657
-92.337299,455,15921.165313
-190.892445,894,15941.952261
-61.07272,297,15949.00944
-8.002457,34,15952.002295
-156.530195,728,15969.574034
-156.255568,715,15986.825732
-186.827478,741,16004.218263
-149.724459,709,16020.881969
-154.503132,673,16036.985856
-89.202317,396,16046.326394
-152.276834,715,16063.263474
-138.517168,614,16077.851123
-161.209897,741,16095.613909
-64.854409,299,16102.695812
-111.058718,506,16114.871927
-172.511173,819,16134.416102
-57.581987,280,16140.46664
-59.490134,262,16146.364701
-146.932895,664,16159.064089
-186.939155,862,16176.245849
-59.911841,276,16182.474117
-162.15786,758,16200.73584
-106.101137,493,16212.321588
-112.497172,517,16224.176934
-80.184393,362,16231.979059
-116.903091,557,16245.009401
-87.236796,420,16255.309784
-89.141283,432,16264.947443
-166.298717,759,16280.28507
-155.981184,729,16295.359728
-84.480449,372,16302.588948
-104.550783,444,16310.127837
-91.90247,442,16320.920611
-156.195798,612,16334.606112
-89.788892,405,16341.768439
-198.819048,919,16356.729095
-101.437097,465,16364.247231
-85.286306,396,16370.597281
-182.660741,829,16383.233384
-20.787296,89,16386.475442
-59.631678,286,16390.968324
-80.391296,385,16397.133872
-189.7228,889,16410.930288
-116.419162,526,16419.700693
-111.179648,518,16428.178632
-96.426902,457,16435.765277
-107.792143,515,16444.420049
-209.511477,923,16459.590549
-115.404479,509,16468.052932
-144.239799,667,16479.058586
-206.100679,960,16497.149521
-165.638598,722,16511.889964
-166.142905,759,16528.801477
-201.694686,908,16547.429528
-117.540773,549,16560.289281
-58.165728,265,16565.050415
-35.549687,162,16570.560328
-197.090694,950,16589.765218
-121.875887,564,16599.303858
-184.07841,844,16618.170345
-71.379906,326,16624.304905
-67.460839,321,16631.762908
-125.849879,599,16644.246837
-109.977799,523,16653.916121
-126.101445,598,16666.325711
-68.37643,283,16672.875013
-89.713205,430,16681.449304
-68.457188,313,16687.027685
-193.038645,861,16703.800925
-88.849221,432,16712.824999
-97.212283,441,16721.062917
-164.232354,754,16737.185904
-209.02214,959,16754.471323
-111.403387,508,16763.707776
-63.801299,294,16771.907974
-158.356795,747,16788.077773
-111.224992,511,16798.703557
-185.292706,824,16817.953535
-165.578287,789,16836.50377
-186.724432,867,16854.80486
-69.501185,306,16862.870715
-74.313822,353,16870.890202
-215.796043,966,16889.941513
-167.529971,771,16903.888513
-192.336586,879,16918.652633
-206.635827,948,16934.255058
-76.89625,370,16940.59339
-55.460217,262,16944.943099
-182.95676,732,16957.168139
-147.816203,675,16969.648209
-96.292759,430,16976.979569
-211.758969,925,16992.086291
-100.605672,467,17000.418335
-187.810724,743,17020.000451
-82.859067,393,17030.275755
-87.157402,391,17040.593997
-63.872735,294,17048.36717
-159.054429,740,17067.763842
-187.169532,836,17089.475626
-93.747521,449,17101.188771
-117.953999,559,17115.519737
-157.676861,701,17133.428427
-88.794892,412,17143.997945
-166.884845,803,17164.832404
-65.971878,287,17172.323294
-83.953039,413,17182.913817
-202.302905,934,17207.086457
-49.099299,223,17217.18632
-138.752947,656,17234.541155
-116.313249,556,17249.072873
-179.107827,830,17270.457438
-132.766031,597,17285.938279
-93.073671,432,17296.835139
-153.169077,736,17315.686845
-144.113345,675,17332.909577
-217.109854,835,17353.587277
-198.348868,923,17375.444047
-128.813612,560,17388.902603
-86.395672,412,17398.750762
-179.52808,845,17418.923922
-180.075614,734,17436.568547
-170.909899,774,17454.971557
-72.090781,320,17462.458952
-25.266391,115,17468.809708
-173.445325,787,17487.378233
-176.129223,708,17504.126694
-62.298428,293,17511.087736
-74.951448,365,17516.921823
-198.600943,908,17538.743799
-84.108224,381,17547.893442
-63.875728,295,17554.908424
-183.119574,760,17573.145522
-161.205562,769,17591.683036
-154.29874,672,17607.899621
-162.79748,766,17626.01056
-196.500053,862,17646.088089
-110.943103,492,17657.493862
-58.29184,270,17663.820932
-53.912885,262,17669.940076
-122.047899,576,17683.498724
-88.465602,417,17693.259135
-89.632256,417,17705.336258
-69.354878,318,17712.927091
-145.387075,667,17728.558313
-136.014347,614,17743.235332
-104.673515,473,17754.630687
-189.635116,882,17775.831172
-108.14275,502,17787.71385
-140.09105,655,17803.138335
-127.877718,603,17817.402144
-124.936895,559,17830.617333
-85.989179,406,17840.174928
-178.022379,833,17859.782861
-152.491428,715,17876.871937
-84.235477,384,17885.984538
-123.309042,555,17899.376998
-194.35369,826,17919.076494
-144.006104,645,17934.394402
-78.92048,363,17946.207093
-89.918847,419,17956.418245
-61.326804,281,17964.557255
-162.429099,719,17981.6324
-102.810537,482,17992.813282
-70.088907,325,18000.338462
-104.050593,480,18011.560853
-177.025576,810,18030.372843
-133.14463,622,18044.902738
-209.86785,839,18064.871748
-91.191419,423,18074.864766
-169.778372,794,18093.578918
-68.784344,325,18101.225657
-95.972002,446,18111.631038
-208.014565,906,18133.235135
-204.964331,933,18155.510772
-206.412642,976,18178.886842
-48.426462,220,18187.581659
-55.838672,258,18194.023841
-213.718201,973,18217.45419
-104.115138,465,18228.542952
-130.584047,600,18243.145512
-75.718696,350,18252.242539
-62.775982,300,18259.423454
-101.846897,488,18271.060607
-100.971769,483,18282.706291
-207.993099,976,18306.337255
-90.759974,418,18316.548483
-208.915716,970,18339.69494
-92.31798,440,18349.879278
-151.557725,701,18366.02116
-151.199756,689,18381.993149
-98.342588,468,18392.766702
-60.059637,292,18399.606693
-169.690837,799,18418.110595
-73.602358,330,18429.274183
-170.701936,786,18447.947952
-101.39421,443,18458.383426
-136.239235,620,18473.050532
-123.941328,576,18486.574143
-140.074096,600,18500.778588
-105.642453,512,18512.688211
-166.588955,733,18530.068858
-159.784465,751,18547.877768
-62.328915,282,18554.565407
-75.032559,313,18561.909827
-214.595959,950,18584.347454
-123.452326,567,18597.88811
-125.656033,596,18612.113879
-108.178632,495,18624.003539
-71.329883,330,18631.912452
-56.057354,263,18638.193337
-249.317164,898,18659.54021
-61.998756,285,18669.198825
-203.150919,885,18690.789521
-199.093923,939,18712.625873
-169.825249,766,18730.360222
-85.321904,402,18739.790648
-146.727225,705,18757.562715
-198.167214,906,18778.821609
-159.761428,695,18795.146249
-86.079025,405,18804.520072
-198.984343,949,18826.520905
-137.115371,660,18841.81039
-164.304166,770,18859.900698
-173.357808,835,18879.500972
-52.451124,253,18885.447159
-189.23528,830,18908.45729
-168.294646,736,18926.187911
-131.292765,584,18940.009308
-92.559063,429,18950.315574
-134.000148,589,18964.55661
-179.359263,839,18984.570638
-195.479082,902,19006.20538
-148.228471,628,19021.241419
-219.374659,882,19043.409153
-158.607646,745,19058.212794
-144.632696,634,19072.841431
-72.708846,354,19080.817664
-124.227755,576,19094.004556
-135.930569,648,19109.099445
-71.333479,333,19116.82367
-111.32486,521,19129.002046
-128.670014,600,19144.828626
-113.616583,540,19157.711251
-61.760487,286,19164.327479
-68.654123,306,19171.552881
-189.625151,895,19192.322261
-76.174496,349,19200.346381
-170.783088,730,19217.115427
-199.537294,907,19238.836137
-165.235263,708,19256.042648
-129.6055,593,19270.29864
-72.694687,333,19278.14795
-127.655636,584,19291.935787
-137.118955,613,19306.595086
-195.273636,889,19328.198704
-145.530334,667,19344.367085
-135.639323,614,19359.185924
-151.060647,706,19375.934829
-62.494543,280,19386.237567
-108.864559,523,19399.015362
-93.080462,414,19409.09283
-125.17623,565,19422.511481
-209.652946,956,19444.840516
-135.177506,620,19459.277059
-194.13096,887,19480.185307
-79.995514,370,19489.034047
-126.547913,588,19502.952507
-145.894122,684,19518.964773
-124.968152,585,19532.762954
-187.786926,896,19554.104773
-88.370256,410,19563.916232
-85.880266,397,19573.534157
-170.5063,809,19594.530718
-134.805355,593,19608.558707
-168.824585,703,19628.463971
-101.900197,478,19640.20548
-190.292016,918,19662.427505
-123.859451,537,19675.397036
-115.342726,551,19688.602273
-106.846154,487,19700.370295
-139.621967,613,19715.137585
-161.302327,730,19732.690147
-73.613875,342,19740.856451
-79.42991,374,19749.984636
-165.189015,782,19768.800415
-190.829491,873,19789.291011
-144.007885,671,19804.943443
-124.764744,577,19818.311898
-78.054092,347,19826.296077
-136.335665,645,19840.81696
-141.933831,640,19855.774418
-65.163778,316,19863.367163
-26.880677,119,19868.934402
-55.770012,271,19875.643594
-107.443297,492,19887.568774
-180.213095,801,19906.603411
-149.344462,656,19921.990083
-62.047441,271,19928.406484
-101.500575,480,19939.928839
-184.122104,734,19957.548506
-128.582654,597,19971.671695
-121.860241,580,19985.257731
-187.043023,866,20005.341998
-181.418297,778,20023.798489
-87.75945,424,20033.884482
-61.319617,284,20040.758497
-91.742118,419,20050.774871
-109.82809,510,20063.092175
-255.68947,768,20081.630042
-151.445304,684,20098.051911
-84.887418,385,20108.808381
-181.766222,840,20129.21538
-143.647828,672,20145.385104
-157.537661,724,20162.319863
-173.584142,825,20181.387242
-120.427816,549,20194.327233
-192.146112,907,20215.825595
-76.888098,370,20224.592995
-80.543626,386,20233.768913
-89.791623,435,20244.001093
-62.131188,274,20250.60385
-89.303836,426,20260.865555
-140.751813,614,20275.67678
-89.890919,433,20286.04585
-71.411368,329,20293.957476
-200.780255,871,20314.685138
-161.844439,728,20331.949123
-62.997882,302,20339.045328
-69.943869,315,20348.089407
-85.989283,406,20357.729308
-64.746293,289,20364.464064
-126.285349,573,20377.90462
-135.087365,643,20393.249276
-185.301668,874,20414.39555
-187.220012,882,20437.510434
-168.001403,755,20455.558192
-99.811884,451,20466.300432
-87.057453,388,20475.626744
-83.450173,393,20484.947198
-110.68689,526,20497.393782
-122.447059,582,20511.026665
-59.220263,287,20517.745132
-57.038933,275,20524.237475
-209.6944,828,20543.717055
-213.498447,957,20566.518419
-182.934282,875,20587.230334
-4.075134,16,20591.174443
-179.276617,837,20611.280588
-149.257278,663,20627.127368
-114.427181,516,20639.426488
-93.841485,449,20650.206472
-130.724228,626,20665.27071
-183.302207,883,20686.263669
-59.588273,269,20692.598513
-137.782514,656,20708.050086
-148.990114,675,20724.026136
-53.969133,255,20730.137638
-207.561546,959,20753.152189
-70.136907,319,20760.744485
-62.433146,289,20767.66503
-170.703441,733,20785.240515
-169.359878,804,20804.502693
-179.817148,819,20824.035679
-55.127671,248,20832.253
-126.239807,568,20845.832796
-186.088986,794,20864.645128
-70.511812,327,20872.254436
-113.201008,540,20884.730377
-216.626539,953,20906.950304
-76.757456,354,20915.200967
-114.287114,522,20927.567921
-112.285571,543,20940.41782
-238.071916,978,20963.577987
-198.591146,763,20981.711173
-149.410903,697,20998.111011
-54.248551,262,21004.307147
-85.082327,391,21013.505312
-93.681347,433,21023.751333
-132.499156,608,21038.30832
-167.456586,781,21056.911605
-108.117123,486,21069.902317
-93.007371,442,21080.326094
-141.492935,662,21095.748808
-126.230589,585,21109.744975
-121.703941,581,21122.244477
-179.60452,866,21140.233094
-139.51954,622,21155.284883
-74.979205,350,21163.719199
-60.344591,293,21170.736378
-174.69783,678,21186.973758
-78.828425,378,21196.172693
-70.850345,294,21203.184793
-142.058831,662,21219.026832
-166.123594,738,21236.338472
-181.5628,863,21256.603755
-130.581245,600,21270.630361
-181.96915,838,21290.587987
-121.948472,548,21306.858154
-85.35216,394,21316.50488
-131.175845,549,21329.440682
-104.352604,484,21341.162979
-91.386138,432,21351.567522
-68.304201,322,21359.367989
-85.161767,414,21369.440044
-110.196994,481,21380.9084
-182.14489,839,21400.869901
-144.048713,660,21416.581631
-72.317965,348,21424.985818
-151.164019,615,21439.657856
-103.09934,486,21451.229713
-167.509437,783,21470.109971
-97.854668,407,21479.918547
-70.950374,314,21487.49736
-121.527493,564,21501.182418
-108.036737,479,21512.794452
-53.84546,255,21518.966013
-106.488114,482,21530.425145
-161.774691,692,21551.268779
-161.780208,757,21569.705231
-223.054846,949,21592.056016
-157.86396,752,21609.713162
-150.90524,687,21625.799922
-118.481768,514,21637.82999
-105.205409,475,21649.090952
-100.203974,459,21660.205365
-83.246356,396,21669.676857
-152.792082,708,21686.727365
-88.048269,426,21696.841608
-90.329542,427,21706.972208
-200.747592,940,21729.368951
-113.214283,531,21742.201294
-166.973839,759,21760.676228
-180.474047,878,21781.569305
-68.200998,313,21789.032021
-6.788442,29,21793.838472
-150.637021,713,21811.006787
-199.582034,893,21832.637313
-190.034846,862,21853.396741
-155.822319,740,21871.442397
-79.33404,380,21880.626297
-134.372105,623,21895.774178
-91.057683,358,21904.446942
-125.2305,544,21917.666781
-81.257546,352,21926.252948
-165.030266,771,21944.615626
-196.756749,922,21966.351757
-140.518495,623,21980.891037
-153.095099,695,21997.186142
-93.023162,431,22007.509826
-150.757157,651,22022.786309
-113.688915,442,22035.202226
-97.256262,456,22046.106029
-191.449552,885,22067.48683
-120.572983,561,22081.065757
-149.506916,699,22098.015153
-193.57932,853,22118.35664
-180.549926,847,22138.584834
-184.691445,833,22158.396434
-144.028291,653,22173.899248
-62.633639,290,22180.757412
-106.596912,481,22192.348509
-79.688496,391,22203.5131
-165.05371,707,22220.679114
-128.551672,558,22234.301114
-109.380118,520,22246.818376
-73.764676,334,22254.873527
-197.952189,887,22276.002337
-9.414105,45,22280.149908
-130.282221,605,22294.782837
-103.883545,483,22306.176097
-82.992647,387,22315.267431
-193.168663,887,22335.955593
-109.137445,513,22348.054609
-63.193599,302,22355.142247
-129.378262,616,22369.63114
-94.670665,435,22379.967916
-174.517235,759,22398.156695
-157.780159,766,22414.813724
-153.23282,708,22427.526248
-148.853749,692,22440.269734
-92.714308,422,22448.009719
-212.191916,849,22465.902959
-107.575951,486,22475.183327
-62.335757,284,22482.401265
-170.181072,806,22499.284821
-117.246788,512,22508.064495
-181.969983,855,22522.580561
-116.62587,531,22531.430567
-214.55813,982,22547.713141
-159.61616,775,22560.814649
-183.83007,847,22575.373404
-152.267727,673,22587.121867
-155.939506,702,22599.134839
-67.079168,312,22604.494898
-157.467409,726,22616.920323
-141.086221,602,22627.244684
-67.894221,318,22632.697349
-227.349689,929,22649.016183
-75.230656,342,22654.963453
-55.304953,266,22659.217063
-134.195453,628,22672.059729
-56.442991,262,22676.432372
-229.206858,981,22692.905015
-110.648217,494,22701.327496
-194.290275,847,22715.736627
-156.138481,751,22727.273485
-59.671639,286,22732.219501
-215.163586,973,22747.988587
-57.467873,270,22752.519736
-192.662112,859,22766.632293
-55.166692,272,22771.189737
-104.214755,493,22778.968354
-172.873422,748,22791.04327
-211.199946,891,22805.121963
-188.007019,878,22819.788291
-145.123263,662,22830.405549
-71.40962,333,22837.408049
-177.822587,846,22851.823267
-64.77679,289,22856.653423
-189.082884,912,22871.824157
-85.622576,406,22878.845067
-75.908738,358,22884.752551
-184.789629,814,22898.2944
-137.591748,623,22911.26333
-165.148749,764,22924.517217
-193.222541,827,22938.798483
-74.363778,352,22944.726202
-119.919401,529,22953.944841
-204.803706,894,22969.331806
-193.293238,839,22983.654059
-183.476582,856,22998.409771
-122.089759,589,23008.59399
-24.151453,102,23012.780667
-154.349271,699,23024.879647
-198.07014,896,23039.937549
-90.035053,416,23047.290522
-79.56946,368,23053.47209
-77.592724,360,23059.564926
-59.528363,275,23064.233006
-66.019763,308,23069.561586
-173.442641,772,23082.094456
-75.058869,361,23088.242218
-174.032691,789,23101.037448
-130.766601,581,23110.778946
-73.593723,321,23116.340209
-184.033512,737,23128.38228
-126.51386,587,23137.616294
-159.342964,736,23149.534342
-69.92207,329,23154.855693
-198.301387,910,23169.622694
-118.074779,555,23180.591863
-126.082272,586,23193.162553
-123.551763,552,23206.515142
-89.460462,423,23215.57107
-185.517161,806,23233.359056
-106.655259,500,23245.388487
-202.459611,908,23267.221638
-79.751176,381,23276.362484
-211.512129,968,23299.811008
-169.569429,762,23318.105196
-201.812521,921,23339.903909
-102.896308,464,23351.073565
-73.07839,339,23359.178795
-102.343321,469,23370.516045
-122.402784,557,23381.273828
-53.640498,264,23387.549695
-185.8834,898,23408.782386
-43.618053,202,23415.230448
-154.154806,698,23431.781831
-155.503678,665,23447.462283
-108.20415,459,23458.346403
-176.83947,823,23478.001575
-142.062429,648,23493.464009
-84.010579,382,23502.561798
-66.598217,317,23510.183292
-74.077738,324,23517.986222
-146.734172,665,23534.066859
-111.674304,535,23547.100701
-158.599057,738,23563.039346
-156.824095,732,23580.584272
-116.835881,538,23593.64764
-109.96575,518,23606.374533
-74.987958,359,23615.107433
-142.660853,666,23631.614092
-65.950049,309,23639.165219
-137.399898,624,23656.004063
-227.534332,842,23676.862765
-207.063206,971,23700.229086
-104.311171,474,23713.497956
-98.457548,447,23723.489247
-150.976611,717,23736.371153
-139.59948,602,23747.153942
-154.151415,707,23759.232158
-184.466933,862,23773.959893
-212.460806,952,23789.659778
-122.981562,543,23798.21109
-95.109847,446,23805.420562
-157.135766,713,23816.808381
-85.817657,392,23822.93891
-209.592022,904,23837.058136
-92.012554,428,23846.608995
-101.282645,471,23853.69198
-186.879919,812,23866.279994
-174.106685,821,23879.349161
-196.242588,877,23893.370676
-71.346011,292,23897.81832
-186.300274,864,23911.306053
-103.002615,461,23918.509883
-203.970938,937,23933.687837
-155.814831,732,23945.333204
-106.838288,499,23953.404631
-126.767033,590,23963.065343
-176.064293,799,23976.06756
-94.275456,416,23983.023315
-68.083239,311,23988.225684
-159.601382,753,24000.573322
-78.575608,365,24009.662487
-196.142948,903,24024.40815
-148.376613,601,24034.668983
-102.590714,468,24042.497409
-201.026953,929,24057.96517
-157.031405,754,24070.535727
-197.077428,935,24085.862613
-188.585477,912,24100.815272
-147.139729,693,24112.265767
-139.919877,664,24122.687667
-190.837808,894,24137.037617
-112.534696,515,24145.733759
-128.604497,605,24155.261316
-153.400381,684,24166.132563
-101.151305,443,24174.344542
-110.342358,507,24182.524897
-78.632094,377,24188.29196
-169.219863,782,24199.745046
-89.190259,423,24206.544525
-156.327383,731,24218.656906
-214.621228,976,24233.856386
-206.362356,958,24248.659951
-96.069714,428,24255.320286
-72.725592,331,24260.792084
-211.16731,973,24275.917645
-229.238332,981,24292.101225
-65.918804,309,24297.109728
-141.516442,668,24308.050795
-169.823997,772,24322.150557
-156.145801,739,24338.353735
-9.424443,45,24342.204976
-153.524491,696,24358.509204
-206.957456,938,24376.179575
-100.704419,450,24387.439494
-56.393908,265,24394.1501
-107.497929,513,24408.844866
-200.177233,896,24426.697599
-196.930284,885,24448.927171
-205.454089,846,24469.416979
-122.978882,579,24483.394501
-83.236849,376,24492.451619
-209.991431,919,24514.692181
-62.605122,304,24522.182248
-161.63298,740,24540.181901
-166.928985,715,24557.612262
-129.741504,580,24571.642203
-64.287449,298,24581.467651
-161.22676,743,24600.06397
-178.793554,775,24619.298394
