step,type,price,shares
1,buy,347.73408404601753,14.454626926079037
20,sell,341.19850234177426,14.454626926079037
21,buy,344.5013962422613,14.57891417210956
24,sell,326.10406837203914,14.57891417210956
25,buy,329.72857035258744,15.201942452879551
44,sell,322.7999157348049,15.201942452879551
45,buy,326.0226946183815,15.351900715810324
64,sell,341.42704297023795,15.351900715810324
65,buy,344.89925460962553,14.509298294584013
66,sell,316.5169931094165,14.509298294584013
67,buy,320.16010709659344,15.589302689099979
86,sell,351.63146109375725,15.589302689099979
87,buy,354.5653269265315,14.115634663129589
89,sell,328.8510457871631,14.115634663129589
90,buy,332.78705953631163,15.013965115303337
99,sell,368.40677250379787,15.013965115303337
100,buy,372.814762239715,13.4869865653299
119,sell,389.3038253584912,13.4869865653299
120,buy,393.7053899817286,12.790579023689272
139,sell,384.16949530731364,12.790579023689272
140,buy,388.2234457961075,12.962684977652554
159,sell,377.2872070641156,12.962684977652554
160,buy,381.11307942833474,13.17649219825394
164,sell,363.45129641739476,13.17649219825394
165,buy,366.92628736910217,13.664836904296546
