step,type,price,shares
1,buy,499.2807931188629,10.065020029389858
13,sell,452.2365698552549,10.065020029389858
14,buy,456.3991881362015,10.958851105548307
33,sell,482.6053568874145,10.958851105548307
34,buy,487.85195416124975,10.288198367744888
53,sell,485.739774316925,10.288198367744888
54,buy,490.27998054332426,10.228504525790068
73,sell,519.5190719301655,10.228504525790068
74,buy,523.9407282922933,9.59121719825066
79,sell,590.3548660097152,9.59121719825066
80,buy,597.1710947319142,8.490655665408958
99,sell,594.075698433583,8.490655665408958
100,buy,599.5219527607616,8.43425211768873
108,sell,547.9599182123568,8.43425211768873
109,buy,553.1810137212069,9.107815265965497
