step,portfolio_value,position_size,reward
0,99979.60094979312,111.75681716584711,-0.23271405202937068
1,99972.89554076317,111.75681716584711,-0.22991884625007078
2,99990.77663150971,111.75681716584711,-0.22892324988377855
3,100069.0064035258,111.75681716584711,-0.22658017167477634
4,100102.53344867555,111.75681716584711,-0.22832318463139334
5,100105.88615319053,111.75681716584711,-0.22949494042564872
6,100319.3416739773,111.75681716584711,-0.21382077873512959
7,100292.5200378575,111.75681716584711,-0.22683927714561114
8,100312.63626494734,111.75681716584711,-0.2229516328254444
9,100397.57144599338,111.75681716584711,-0.2203404300489599
10,100310.40112860402,111.75681716584711,-0.22724939193432217
11,100440.0390365164,111.75681716584711,-0.21916902311268976
12,100481.38905886778,111.75681716584711,-0.2224764020494946
13,100459.0376954346,111.75681716584711,-0.22503758177899685
14,100431.09849114314,111.75681716584711,-0.22530262110188523
15,100927.01504327518,0.0,-0.20950099113712214
16,100816.93387491573,94.13077321700726,-0.24808417995492998
17,100798.10772027232,94.13077321700726,-0.23898015129089437
18,100736.92271768127,94.13077321700726,-0.24084930561669074
19,100799.0490280045,94.13077321700726,-0.23667710934799277
20,100687.03340787627,94.13077321700726,-0.24000104036227485
21,100727.50964035958,94.13077321700726,-0.23592227743967184
22,100591.2569947056,0.0,-0.25299045359637
23,100578.36011650373,99.3003524133323,-0.24026786668824207
24,100660.77940900679,99.3003524133323,-0.2352545552208176
25,100849.45007859213,99.3003524133323,-0.23112350965539655
26,100983.50555435012,99.3003524133323,-0.23446227973287156
27,101017.26767417067,99.3003524133323,-0.23662596688992482
28,101036.1347411292,99.3003524133323,-0.23685997441287046
29,101213.00481124272,0.0,-0.23809516628173188
30,101164.65291760289,87.96541353315028,-0.2428168239560884
31,101191.04254166283,87.96541353315028,-0.23802872388502502
32,101183.12565444484,87.96541353315028,-0.23891781536465767
33,101132.10571459561,87.96541353315028,-0.2407926373305233
34,101062.61303790442,87.96541353315028,-0.24193635683442521
35,100963.21212061196,87.96541353315028,-0.24377228151750405
36,100942.10042136401,87.96541353315028,-0.22290592472539333
37,101013.35240632587,87.96541353315028,-0.2186029754863216
38,101263.17418076,87.96541353315028,-0.21173912989551494
39,101410.07642136037,87.96541353315028,-0.2203657239224159
40,100935.06318828136,87.96541353315028,-0.24550413288943906
41,100997.51863188989,87.96541353315028,-0.2416668412553941
42,101005.43551910788,87.96541353315028,-0.24379646362629814
43,100957.05454166465,87.96541353315028,-0.24471299519301312
44,100819.66300703914,0.0,-0.25883710959401834
45,100765.14352850076,94.15358891206495,-0.24714080461163027
46,100767.96813616813,94.15358891206495,-0.24178884584936264
47,100781.14963861581,94.15358891206495,-0.2402188186250247
48,100715.24212637737,94.15358891206495,-0.2432201950281027
49,100718.06673404473,94.15358891206495,-0.2408280853833122
50,100652.15922180629,94.15358891206495,-0.24056911134407216
51,100676.63915492342,94.15358891206495,-0.23729365162839194
52,100698.2944803732,94.15358891206495,-0.23735253499610373
53,100670.9899395887,94.15358891206495,-0.23936318423683162
54,100568.36252767454,94.15358891206495,-0.2423014333588159
55,100430.71719804809,0.0,-0.25444346480141344
56,100441.59186913444,100.45080735952,-0.2392250766116371
57,100589.25455595294,100.45080735952,-0.23291335398005564
58,100664.59266147258,100.45080735952,-0.23684166264683118
59,100760.02092846413,100.45080735952,-0.23081524759777933
60,100827.322969395,100.45080735952,-0.23054112184200332
61,100837.36805013096,100.45080735952,-0.21371226441751945
62,100837.36805013096,100.45080735952,-0.21345689998879877
